"AppName","type","ResourceGroup","Location","TeamOwner"
"Failure Anomalies - fuse-scheduling-insights","microsoft.alertsmanagement/smartdetectoralertrules","us-n-dpms-fuse-alert-resources","global","No Team Tag"
"Failure Anomalies - prod-devops-linuxtest-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-devops-linuxtest-svc-rg","global","Devops"
"Failure Anomalies - prod-fuse-answermgmt-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-answermgmt-rg","global","Fuse"
"Failure Anomalies - prod-fuse-clinical-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-clinical-svc-rg","global","Fuse"
"Failure Anomalies - prod-fuse-dbmigrations-azf-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-dbmigrations-azf-rg","global","Devops"
"Failure Anomalies - prod-fuse-dbmigrations-azf-apis","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-dbmigrations-azf-rg","global","Devops"
"Failure Anomalies - prod-fuse-eclaimintake-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-eclaimintake-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-fuse-export-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-export-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-fuse-insurance-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-insurance-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-fuse-overview-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-overview-svc-rg","global","Fuse"
"Failure Anomalies - prod-fuse-patientoverview-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-angular-rg","global","Devops"
"Failure Anomalies - prod-fuse-patientservices-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-patientservices-rg","global","Apollo"
"Failure Anomalies - prod-fuse-paymentmgmt-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-paymentmgmt-rg","global","Platform"
"Failure Anomalies - prod-fuse-practices-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-practices-svc-rg","global","Arwen"
"Failure Anomalies - prod-fuse-referrals-management-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-referrals-management-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-fuse-reporting-asev3-api-insights","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-reporting-asev3-api-rg","global","No Team Tag"
"Failure Anomalies - prod-fuse-scheduling-asev3-insights","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-scheduling-asev3-rg","global","No Team Tag"
"Failure Anomalies - prod-fuse-scheduling-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-scheduling-svc-rg","global","Arwen"
"Failure Anomalies - prod-fuse-statementsmgmt-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-statementsmanagement-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-fuse-ui-insurance-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-ui-insurance-svc-rg","global","Devops"
"Failure Anomalies - prod-pdco-SupportAdminAccessApp-azf-insights","microsoft.alertsmanagement/smartdetectoralertrules","prod-pdco-supportadminaccessapp-azf-rg","global","SRE"
"Failure Anomalies - prod-pdco-SupportAdminAccessApp-logic-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-pdco-supportadminaccessapp-azf-rg","global","SRE"
"Failure Anomalies - prod-pdco-onpremauthapp-azf-insights","microsoft.alertsmanagement/smartdetectoralertrules","prod-pdco-onpremauthapp-azf-rg","global","No Team Tag"
"Failure Anomalies - prod-pdco-platform-enterprise-api-insights","microsoft.alertsmanagement/smartdetectoralertrules","prod-pdco-platform-enterprise-api-rg","global","DSS"
"Failure Anomalies - prod-platform-admin-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-admin-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-platform-claims-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-claims-svc-rg","global","Devops"
"Failure Anomalies - prod-platform-claimssubmit-fw-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-fuse-network-rg","global","No Team Tag"
"Failure Anomalies - prod-platform-claimssubmit-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-partnerclaimssubmissionprocessor-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-platform-eligibility-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-eligibility-svc-rg","global","Devops"
"Failure Anomalies - prod-platform-era-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-era-svc-rg","global","No Team Tag"
"Failure Anomalies - prod-platform-onprem-regist-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-onprem-registration-svc-rg","global","Platform"
"Failure Anomalies - prod-platform-payment-int-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-payment-int-svc-rg","global","Platform"
"Failure Anomalies - prod-platform-stmtsubmit-svc-ai","microsoft.alertsmanagement/smartdetectoralertrules","prod-platform-partnerstatementssubmissionprocessor-svc-rg","global","No Team Tag"
"Fuse Service 2 Action Group","microsoft.insights/actiongroups","prod-fuse-service-api-2-rg","global","Shared"
"Fuse Service 2 Low Urgency Action Group","microsoft.insights/actiongroups","prod-fuse-service-api-2-rg","global","Shared"
"Fuse Snapshot","microsoft.insights/actiongroups","prod-fusedatafactory-rg","global","Fusion"
"Fuse Snapshot count of failed request is greater than 10","microsoft.insights/metricalerts","prod-fusedatafactory-rg","global","Fusion"
"Fuse Snapshot count of failed request is greater than 20","microsoft.insights/metricalerts","prod-fusedatafactory-rg","global","Fusion"
"Fuse-AzFunciton-Processor","microsoft.insights/actiongroups","us-n-dpms-fuse-alert-resources","global","No Team Tag"
"Fuse-SNOW-Development","microsoft.insights/actiongroups","us-n-dpms-fuse-alert-resources","global","No Team Tag"
"Fuse-SNOW-Production","microsoft.insights/actiongroups","us-n-dpms-fuse-alert-resources","global","No Team Tag"
"Fuse-Scheduling-asp-App Service Plan CPU Percent","microsoft.insights/metricalerts","us-n-dpms-fuse-alert-resources","global","No Team Tag"
"Fuse-ServiceHealthAlert","microsoft.insights/activitylogalerts","prod-fuse-servicehealth-alert-rg","global","Devops"
"FuseDB_DBsNotInElasticPool_OnPrimary_ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"FuseDB_DBsNotInElasticPool_OnSecondary_ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"FuseSendGridProd","microsoft.saas/resources","us-n-dpms-rsg-soar-004","global","No Team Tag"
"Fusion Clinical Pagerduty","microsoft.insights/actiongroups","prod-fuse-service-clinical-api-rg","global","Fusion"
"GTWPIP004","microsoft.network/publicipaddresses","us-n-dpms-rsg-soar-004","northcentralus","DevOps"
"Get-SentinelAlertsEvidence","microsoft.logic/workflows","prod-fuse-usn001-ase-waf-rg","northcentralus","SecOps"
"Hello-World-Test-App-App Service Average Response Time","microsoft.insights/metricalerts","us-n-dpms-fuse-alert-resources","global","No Team Tag"
"Hello-World-Test-App-App Service Server Errors","microsoft.insights/metricalerts","us-n-dpms-fuse-alert-resources","global","No Team Tag"
"Increased exceptions count","microsoft.insights/metricalerts","prod-pdco-fuse-activityevent-azf-rg","global","No Team Tag"
"Insurance Sapi Action Group","microsoft.insights/actiongroups","prod-fuse-service-insurance-api-rg","global","Progressive"
"Internal Service Bus CPU Average over 70 percent","microsoft.insights/metricalerts","prod-pdco-platform-partnerbus-rg","global","No Team Tag"
"MSTeamsAbsenceOfActivity","microsoft.insights/actiongroups","prod-platform-partnerclaimssubmissionprocessor-svc-rg","global","No Team Tag"
"Memory Percentage Greater than 80","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"Message Routing Service Socket count of Outbound Requests greater than 1k IC Threshold","microsoft.insights/metricalerts","prod-platform-messagerouting-api-rg","global","No Team Tag"
"MessageRouting Service Action Group","microsoft.insights/actiongroups","prod-platform-messagerouting-api-rg","global","DSS"
"Microsoft.NetworkPROD-fuse-network-rgprod-fuse-aca-eclaimintake-subnet-NSG","microsoft.network/networkwatchers/flowlogs","networkwatcherrg","centralus","DevOps"
"Microsoft.NetworkPROD-fuse-network-rgprod-fuse-aca-scheduling-subnet-NSG","microsoft.network/networkwatchers/flowlogs","networkwatcherrg","centralus","DevOps"
"Microsoft.NetworkPROD-fuse-network-rgprod-fuse-aca-statementsmgmt-subnet-NSG","microsoft.network/networkwatchers/flowlogs","networkwatcherrg","centralus","DevOps"
"Microsoft.NetworkPROD-fuse-network-rgprod-fuse-aca-subnet-NSG","microsoft.network/networkwatchers/flowlogs","networkwatcherrg","centralus","DevOps"
"Microsoft.NetworkPROD-fuse-network-rgprod-fuse-pep-sn-NSG","microsoft.network/networkwatchers/flowlogs","networkwatcherrg","centralus","DevOps"
"Microsoft.NetworkPROD-fuse-network-rgprod-pdco-aca-statementssubmit-subnet-NSG","microsoft.network/networkwatchers/flowlogs","networkwatcherrg","centralus","DevOps"
"Microsoft.Web/certificates","microsoft.web/certificates","prod-platform-claims-svc-rg","","No Team Tag"
"Microsoft.Web/certificates","microsoft.web/certificates","prod-platform-admin-svc-rg","","No Team Tag"
"Migration_AG1","microsoft.insights/actiongroups","us-n-dpms-ase-soar-004","global","No Team Tag"
"More than 20 long requests in an hour","microsoft.insights/scheduledqueryrules","us-n-dpms-fuse-alert-resources","westus2","No Team Tag"
"More than 20 long requests in an hour Practices API","microsoft.insights/scheduledqueryrules","us-n-dpms-fuse-alert-resources","northcentralus","No Team Tag"
"NetworkWatcher_centralus","microsoft.network/networkwatchers","networkwatcherrg","centralus","Devops"
"NetworkWatcher_northcentralus","microsoft.network/networkwatchers","networkwatcherrg","northcentralus","DevOps"
"NetworkWatcher_southcentralus","microsoft.network/networkwatchers","networkwatcherrg","southcentralus","DevOps"
"No 277 claim updates","microsoft.insights/scheduledqueryrules","prod-platform-claims-svc-rg","northcentralus","Insurance"
"No Files Processed 835 ERA","microsoft.insights/scheduledqueryrules","prod-platform-claims-svc-rg","northcentralus","Devops"
"OFF-HOURS LOW Instance Count","microsoft.insights/actiongroups","prod-fuse-usn001-ase-waf-rg","global","CloudTechOps"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","fuse-prod1-network-resources","northcentralus","No Team Tag"
"OnPremRegistrationService_InvalidPTSId-alert","microsoft.insights/scheduledqueryrules","prod-platform-onprem-registration-svc-rg","centralus","Platform"
"PAPI HTTP Server Error Test","microsoft.insights/metricalerts","us-n-dpms-ase-soar-004","global","No Team Tag"
"PROD - DataExchange - High Exception Spike - ServiceBus Connectivity","microsoft.insights/scheduledqueryrules","prod-pdco-platform-messagerouter-azf-rg","northcentralus","DSS"
"PROD - DataExchange - High Exception Spike - Uncommon Exceptions","microsoft.insights/scheduledqueryrules","prod-pdco-platform-messagerouter-azf-rg","northcentralus","DSS"
"PROD - DataExchange - Low Message Volume - AccountMembers","microsoft.insights/scheduledqueryrules","prod-pdco-platform-messagerouter-azf-rg","northcentralus","DSS"
"PROD - DataExchange - Low Message Volume - AppointmentConfirmations - RevenueWell","microsoft.insights/scheduledqueryrules","fuse-prod1-network-resources","northcentralus","No Team Tag"
"PROD - DataExchange - Low Message Volume - AppointmentConfirmations - SolutionReach","microsoft.insights/scheduledqueryrules","prod-pdco-platform-sblogger-azf-rg","northcentralus","DSS"
"PROD - DataExchange - Low Message Volume - AppointmentConfirmations - Weave","microsoft.insights/scheduledqueryrules","prod-pdco-platform-sblogger-azf-rg","northcentralus","DSS"
"PROD - DataExchange - Low Message Volume - Appointments","microsoft.insights/scheduledqueryrules","prod-pdco-platform-messagerouter-azf-rg","northcentralus","DSS"
"PROD - DataExchange - Low Message Volume - EstimatedInsurances","microsoft.insights/scheduledqueryrules","prod-pdco-platform-messagerouter-azf-rg","northcentralus","DSS"
"PROD - DataExchange - Low Message Volume - ProviderAppointments","microsoft.insights/scheduledqueryrules","prod-pdco-platform-messagerouter-azf-rg","northcentralus","DSS"
"PROD - DataExchange - Low Message Volume - ServiceTransactions","microsoft.insights/scheduledqueryrules","prod-pdco-platform-messagerouter-azf-rg","northcentralus","DSS"
"PROD - TopicSizeThresholdExceeded","microsoft.insights/scheduledqueryrules","prod-pdco-platform-servicebusmonitor-azf-rg","centralus","DSS"
"PROD Fuse-Service-2 5xx Spike","microsoft.insights/metricalerts","prod-fuse-alerts-rg","global","No Team Tag"
"PROD Fuse-Service-2 Avg Response Time","microsoft.insights/metricalerts","prod-fuse-alerts-rg","global","No Team Tag"
"PROD Fuse-Service-2 CPU Spike (Dynamic)","microsoft.insights/metricalerts","prod-fuse-alerts-rg","global","DevOps"
"PROD Fuse-Service-Insurance 5xx Spike","microsoft.insights/metricalerts","prod-fuse-alerts-rg","global","DevOps"
"PROD Fuse-Service-Insurance Avg Response Time","microsoft.insights/metricalerts","prod-fuse-alerts-rg","global","DevOps"
"PROD Fuse-Service-Insurance CPU Spike (Dynamic)","microsoft.insights/metricalerts","prod-fuse-alerts-rg","global","No Team Tag"
"PROD Fuse-Service-Insurance Exception Count Over 30","microsoft.insights/metricalerts","prod-fuse-alerts-rg","global","No Team Tag"
"PROD- DeadLetterMessageCount Increase","microsoft.insights/scheduledqueryrules","prod-pdco-platform-servicebusmonitor-azf-rg","centralus","DSS"
"PROD-AnswerMgmt-kv","microsoft.keyvault/vaults","prod-fuse-answermanagement-rg","centralus","Fusion"
"PROD-AppServiceLogspace","microsoft.operationalinsights/workspaces","prod-monitoring","northcentralus","No Team Tag"
"PROD-BatchStatmtProc-kv","microsoft.keyvault/vaults","prod-pdco-fuse-batchstatementprocessing-azf-rg","centralus","Shared"
"PROD-CORS-Apply-AZF","microsoft.web/sites","prod-sre-azf-rg","northcentralus","Devops"
"PROD-CORS-Apply-AZF-asp","microsoft.web/serverfarms","prod-sre-azf-rg","northcentralus","Devops"
"PROD-CORS-Apply-AZF-insights","microsoft.insights/components","prod-sre-azf-rg","northcentralus","Devops"
"PROD-CORS-Apply-AZF-law","microsoft.operationalinsights/workspaces","prod-sre-azf-rg","northcentralus","Devops"
"PROD-CS-User-export-KV","microsoft.keyvault/vaults","prod-fuse-cutomerservice-user-synch-azf","northcentralus","DevOps"
"PROD-CUS-fuse-waf","microsoft.network/applicationgateways","prod-cus-fuse-waf-rg","centralus","Devops"
"PROD-CUS-fuse-waf OFF-HOURS LOW Instance Count","microsoft.insights/scheduledqueryrules","prod-cus-fuse-waf-rg","centralus","Devops"
"PROD-CUS-fuse-waf-hub-logaws","microsoft.operationalinsights/workspaces","prod-cus-fuse-waf-rg","centralus","Devops"
"PROD-CUS-fuse-waf-pip","microsoft.network/publicipaddresses","prod-cus-fuse-waf-rg","centralus","Devops"
"PROD-CUS-fuse-waf-uai","microsoft.managedidentity/userassignedidentities","prod-cus-fuse-waf-rg","centralus","Devops"
"PROD-CUS-main-waf-policy","microsoft.network/applicationgatewaywebapplicationfirewallpolicies","prod-cus-fuse-waf-rg","centralus","Devops"
"PROD-ClaimAttachments-kv","microsoft.keyvault/vaults","prod-platform-claims-api-rg","centralus","Devops Team"
"PROD-ClaimAttachments-kv-pep","microsoft.network/privateendpoints","prod-platform-claims-api-rg","centralus","Devops Team"
"PROD-ClaimAttachments-kv-pep.nic.7da5f9fa-1b90-4e06-b98c-0494e91362ed","microsoft.network/networkinterfaces","prod-platform-claims-api-rg","centralus","Devops Team"
"PROD-ClaimsStatus-azf-kv","microsoft.keyvault/vaults","prod-platform-claimsstatus-azf-rg","northcentralus","Devops"
"PROD-CreateMappingFile-EmailtoSupport","microsoft.logic/workflows","prod-operations-file-offboarding-rg","northcentralus","DevOps"
"PROD-CustomForms-kv","microsoft.keyvault/vaults","prod-fuse-customforms-rg","northcentralus","Fusion"
"PROD-DB-Unexpected-UserRole-Notification","microsoft.logic/workflows","prod-db-unexpected-userrole-notification-rg","northcentralus","DevOps"
"PROD-DB-Unexpected-UserRole-Notification-rg-uai","microsoft.managedidentity/userassignedidentities","prod-db-unexpected-userrole-notification-rg","northcentralus","DevOps"
"PROD-DBMaint-KV","microsoft.keyvault/vaults","prod-dbmaintenance-rg","northcentralus","DevOps"
"PROD-DBO-CUSTINSIGHTS-DB","microsoft.sql/servers/databases","prod-fuse-customerinsights-rg","northcentralus","DevOps"
"PROD-DBO-DEPLOYMENTTRACKING-DB","microsoft.sql/servers/databases","prod-dbmaintenance-rg","northcentralus","DevOps"
"PROD-DBO-OFFBOARDING-DB","microsoft.sql/servers/databases","prod-operations-file-offboarding-rg","northcentralus","DevOps"
"PROD-DataEx-Customers-svc-bus","microsoft.servicebus/namespaces","prod-pdco-dataex-customerbus-rg","centralus","Devops"
"PROD-DataExchange-PagerDuty-Platform","microsoft.insights/actiongroups","prod-pdco-platform-messagerouter-azf-rg","global","DSS"
"PROD-DataExchange-kv","microsoft.keyvault/vaults","prod-pdco-dataex-dataexchange-rg","northcentralus","DataExchange"
"PROD-Database-Maintence-To-Snow","microsoft.logic/workflows","prod-sre-rg","northcentralus","DevOps"
"PROD-DentalXchange-Outbound-FW-Rule","microsoft.insights/scheduledqueryrules","prod-fuse-network-rg","centralus","DevSecOps"
"PROD-DeploymentWindow-asp","microsoft.web/serverfarms","prod-deploymentwindow-azf-rg","northcentralus","DevOps"
"PROD-DeploymentWindow-azf","microsoft.web/sites","prod-deploymentwindow-azf-rg","northcentralus","DevOps"
"PROD-Eaglesoft-token-kv","microsoft.keyvault/vaults","prod-platform-onprem-registration-svc-rg","centralus","Platform"
"PROD-Eligibility-kv","microsoft.keyvault/vaults","prod-pdco-platform-eligibility-rg","northcentralus","DSS"
"PROD-EntSettings-kv","microsoft.keyvault/vaults","prod-pdco-platform-enterprisesettings-svc-rg","northcentralus","DSS"
"PROD-Enterprise-kv","microsoft.keyvault/vaults","prod-pdco-platform-enterprise-api-rg","northcentralus","DSS"
"PROD-FUSE-AlertManagement-svc","microsoft.web/sites","prod-fuse-alertmanagement-svc-rg","northcentralus","Devops Team"
"PROD-FUSE-AlertManagement-svc-ai","microsoft.insights/components","prod-fuse-alertmanagement-svc-rg","northcentralus","Devops Team"
"PROD-FUSE-AlertManagement-svc-api-fuse-prod-cer","microsoft.web/certificates","prod-fuse-alertmanagement-svc-rg","northcentralus","Devops Team"
"PROD-FUSE-AlertManagement-svc-asp","microsoft.web/serverfarms","prod-fuse-alertmanagement-svc-rg","northcentralus","Devops Team"
"PROD-FUSE-AlertManagement-svc-law","microsoft.operationalinsights/workspaces","prod-fuse-alertmanagement-svc-rg","northcentralus","Devops Team"
"PROD-FUSE-CustomerInsights-azf","microsoft.web/sites","prod-sre-azf-rg","northcentralus","Devops"
"PROD-FUSE-CustomerInsights-azf-insights","microsoft.insights/components","prod-sre-azf-rg","northcentralus","Devops"
"PROD-FUSE-CustomerInsights-azf-law","microsoft.operationalinsights/workspaces","prod-sre-azf-rg","northcentralus","Devops"
"PROD-FUSE-CutomerService-User-export","microsoft.logic/workflows","prod-fuse-cutomerservice-user-synch-azf","northcentralus","DevOps"
"PROD-FUSE-Offboarding-Logic","microsoft.web/sites","prod-operations-file-offboarding-rg","northcentralus","DevOps SRE"
"PROD-FUSE-Offboarding-Logic","microsoft.insights/components","prod-operations-file-offboarding-rg","northcentralus","DevOps SRE"
"PROD-FUSE-SRE-Insights","microsoft.keyvault/vaults","prod-fuse-customerinsights-rg","northcentralus","DevOps"
"PROD-FUSE-SRE-emailMark","microsoft.keyvault/vaults","prod-sre-logicapps-marktingemaillist-rg","northcentralus","DevOps"
"PROD-Fuse-APIM-insights","microsoft.insights/components","prod-pdco-esm-rg","northcentralus","Architecture"
"PROD-Fuse-AppConfig","microsoft.appconfiguration/configurationstores","prod-fuse-rg","northcentralus","Anglers"
"PROD-Fuse-CustInsights-DataFactory","microsoft.datafactory/factories","prod-fuse-customerinsights-rg","northcentralus","DevOps"
"PROD-Fuse-CustomForms-ai","microsoft.insights/components","prod-fuse-customforms-rg","northcentralus","Fusion"
"PROD-Fuse-CustomForms-asp","microsoft.web/serverfarms","prod-fuse-customforms-rg","northcentralus","Fusion"
"PROD-Fuse-CustomForms-law","microsoft.operationalinsights/workspaces","prod-fuse-customforms-rg","northcentralus","Fusion"
"PROD-Fuse-CustomForms-svc","microsoft.web/sites","prod-fuse-customforms-rg","northcentralus","Fusion"
"PROD-Fuse-CustomForms-svc-cert","microsoft.web/certificates","prod-fuse-customforms-rg","northcentralus","Fusion"
"PROD-Fuse-CustomForms-svc/staging","microsoft.web/sites/slots","prod-fuse-customforms-rg","northcentralus","Fusion"
"PROD-Fuse-DBMaintenance-DataFactory","microsoft.datafactory/factories","prod-dbmaintenance-rg","northcentralus","DevOps"
"PROD-Fuse-DataFactory","microsoft.datafactory/factories","prod-fusedatafactory-rg","northcentralus","Fusion"
"PROD-Fuse-Functions-kv","microsoft.keyvault/vaults","us-n-fuse-rsg-soarfunctions-004","centralus","Shared"
"PROD-Fuse-ReferralMgmt-df","microsoft.datafactory/factories","prod-fuse-referralsmgmtdf-rg","northcentralus","Innovators"
"PROD-Fuse-ReleaseCommunication-Logic","microsoft.web/sites","prod-release-automated-communication","northcentralus","DevOps SRE"
"PROD-Fuse-ReleaseCommunication-Logic","microsoft.insights/components","prod-release-automated-communication","northcentralus","DevOps SRE"
"PROD-Fuse-Service-2-api","microsoft.web/sites","prod-fuse-service-api-2-rg","northcentralus","Shared"
"PROD-Fuse-Service-2-api LOW Instance Count","microsoft.insights/scheduledqueryrules","prod-fuse-service-api-2-rg","northcentralus","DevOps"
"PROD-Fuse-Service-2-api OFF-HOURS LOW Instance Count","microsoft.insights/scheduledqueryrules","prod-fuse-service-api-2-rg","northcentralus","DevOps"
"PROD-Fuse-Service-2-api-cert","microsoft.web/certificates","prod-fuse-service-api-2-rg","northcentralus","Shared"
"PROD-Fuse-Service-2-api/staging","microsoft.web/sites/slots","prod-fuse-service-api-2-rg","northcentralus","Shared"
"PROD-Fuse-Service-2-asp","microsoft.web/serverfarms","prod-fuse-service-api-2-rg","northcentralus","Shared"
"PROD-Fuse-Service-2-asp-Autoscale-622","microsoft.insights/autoscalesettings","prod-fuse-service-api-2-rg","northcentralus","Shared"
"PROD-Fuse-Service-2-insights","microsoft.insights/components","prod-fuse-service-api-2-rg","northcentralus","Shared"
"PROD-Fuse-Service-Clinical-api","microsoft.web/sites","prod-fuse-service-clinical-api-rg","northcentralus","Fusion"
"PROD-Fuse-Service-Clinical-api-cert","microsoft.web/certificates","prod-fuse-service-clinical-api-rg","northcentralus","Fusion"
"PROD-Fuse-Service-Clinical-api-log-analytics","microsoft.operationalinsights/workspaces","prod-fuse-service-clinical-api-rg","northcentralus","Fusion"
"PROD-Fuse-Service-Clinical-api/staging","microsoft.web/sites/slots","prod-fuse-service-clinical-api-rg","northcentralus","Fusion"
"PROD-Fuse-Service-Clinical-app-insights","microsoft.insights/components","prod-fuse-service-clinical-api-rg","northcentralus","Fusion"
"PROD-Fuse-Service-Clinical-asp","microsoft.web/serverfarms","prod-fuse-service-clinical-api-rg","northcentralus","Fusion"
"PROD-Fuse-Service-Insurance LOW Instance Count","microsoft.insights/scheduledqueryrules","prod-fuse-service-insurance-api-rg","northcentralus","DevOps"
"PROD-Fuse-Service-Insurance OFF-HOURS LOW Instance Count","microsoft.insights/scheduledqueryrules","prod-fuse-service-insurance-api-rg","northcentralus","DevOps"
"PROD-Fuse-Service-Insurance-api","microsoft.web/sites","prod-fuse-service-insurance-api-rg","northcentralus","Progressive"
"PROD-Fuse-Service-Insurance-api-cert","microsoft.web/certificates","prod-fuse-service-insurance-api-rg","northcentralus","Progressive"
"PROD-Fuse-Service-Insurance-api-log-analytics","microsoft.operationalinsights/workspaces","prod-fuse-service-insurance-api-rg","northcentralus","Progressive"
"PROD-Fuse-Service-Insurance-api/staging","microsoft.web/sites/slots","prod-fuse-service-insurance-api-rg","northcentralus","Progressive"
"PROD-Fuse-Service-Insurance-app-insights","microsoft.insights/components","prod-fuse-service-insurance-api-rg","northcentralus","Progressive"
"PROD-Fuse-Service-Insurance-asp","microsoft.web/serverfarms","prod-fuse-service-insurance-api-rg","northcentralus","Progressive"
"PROD-Fuse-Service-Scheduling-api","microsoft.web/sites","prod-fuse-service-scheduling-api-rg","northcentralus","Arwen"
"PROD-Fuse-Service-Scheduling-api-cert","microsoft.web/certificates","prod-fuse-service-scheduling-api-rg","northcentralus","Arwen"
"PROD-Fuse-Service-Scheduling-api-log-analytics","microsoft.operationalinsights/workspaces","prod-fuse-service-scheduling-api-rg","northcentralus","Arwen"
"PROD-Fuse-Service-Scheduling-api/staging","microsoft.web/sites/slots","prod-fuse-service-scheduling-api-rg","northcentralus","Arwen"
"PROD-Fuse-Service-Scheduling-app-insights","microsoft.insights/components","prod-fuse-service-scheduling-api-rg","northcentralus","Arwen"
"PROD-Fuse-Service-Scheduling-asp","microsoft.web/serverfarms","prod-fuse-service-scheduling-api-rg","northcentralus","Arwen"
"PROD-Fuse-Service-kv","microsoft.keyvault/vaults","prod-fuse-service-kv-rg","centralus","Shared"
"PROD-Fuse-WAF-Alerts-ag","microsoft.insights/actiongroups","prod-fuse-usn001-ase-waf-rg","global","Devops"
"PROD-Fuse-WAF-BackendResponse5xx-Alert","microsoft.insights/metricalerts","prod-fuse-usn001-ase-waf-rg","global","Devops"
"PROD-Fuse-WAF-BlockedFuseValidUser-Alert","microsoft.insights/scheduledqueryrules","prod-fuse-usn001-ase-waf-rg","northcentralus","DevOps"
"PROD-Fuse-WAF-CUS-Alerts-ag","microsoft.insights/actiongroups","prod-cus-fuse-waf-rg","global","DevOps"
"PROD-Fuse-WAF-ResourceHealth-Alert","microsoft.insights/activitylogalerts","prod-fuse-usn001-ase-waf-rg","global","Devops"
"PROD-Fuse-WAF-UnhealthyHostCount-Alert","microsoft.insights/metricalerts","prod-fuse-usn001-ase-waf-rg","global","Devops"
"PROD-Fuse-get-user-verification-status-A","microsoft.insights/components","prod-fuse-get-user-verification-status-azf","northcentralus","DevOps"
"PROD-Fuse-get-user-verification-status-AZF","microsoft.web/sites","prod-fuse-get-user-verification-status-azf","northcentralus","DevOps"
"PROD-Fuse-kv","microsoft.keyvault/vaults","prod-fuse-kv-rg","northcentralus","Shared"
"PROD-Fuse-usn001-ase-waf OFF-HOURS LOW Instance Count","microsoft.insights/scheduledqueryrules","prod-fuse-usn001-ase-waf-rg","northcentralus","Devops"
"PROD-FuseDB-ApproachingElasticPoolDBLimit-ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"PROD-FuseDB-ApproachingElasticPoolDBLimit-ALERT-ProvisioningPool","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"PROD-FuseDB-DBMaintenanceNeeded-EVAL-ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"PROD-FuseDB-DBMaintenanceNeeded-PROD-ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"PROD-FuseDB-DBMaintenanceNeeded-STAGE-ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"PROD-FuseDB-DBReplicationLag-ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"PROD-FuseDB-DBUsersRolesUnexpected-ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
"PROD-FuseDB-DBsWithoutENTPShardrows-ALERT","microsoft.insights/scheduledqueryrules","prod-monitoring","northcentralus","DevOps"
